y_true,y_pred
10,10
10,0
10,0
10,20
10,20
110,120
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,100
110,100
110,130
110,140
110,130
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,120
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,120
110,110
110,110
110,110
110,110
110,110
110,110
110,120
110,110
110,110
110,110
110,110
110,110
110,100
110,120
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,90
110,180
110,120
110,120
110,120
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,100
110,110
110,100
110,90
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,120
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,110
110,100
110,160
120,180
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,100
120,140
120,120
120,130
120,140
120,130
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,40
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,140
120,120
120,120
120,140
120,110
120,130
120,160
120,130
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,110
120,90
120,160
120,170
120,170
120,140
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,150
120,120
120,120
120,120
120,170
120,120
120,120
120,120
120,120
120,120
120,120
120,120
120,110
120,120
120,140
120,120
120,120
120,130
120,110
120,90
120,160
120,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,100
130,120
130,140
130,140
130,120
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,140
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,140
130,130
130,160
130,160
130,130
130,150
130,160
130,140
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,170
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,120
130,90
130,180
130,140
130,170
130,160
130,120
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,120
130,130
130,120
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,130
130,140
130,130
130,130
130,130
130,130
130,120
130,140
130,130
130,130
130,130
130,120
130,140
130,150
130,140
140,150
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,120
140,130
140,120
140,120
140,120
140,160
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,120
140,60
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,110
140,140
140,140
140,140
140,140
140,160
140,140
140,140
140,180
140,140
140,140
140,110
140,180
140,130
140,150
140,140
140,120
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,90
140,120
140,120
140,140
140,170
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,120
140,140
140,140
140,130
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,140
140,110
140,180
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,100
150,160
150,150
150,150
150,120
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,170
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,140
150,150
150,170
150,170
150,150
150,170
150,180
150,160
150,140
150,140
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,160
150,150
150,150
150,150
150,150
150,150
150,150
150,130
150,90
150,160
150,130
150,160
150,170
150,170
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,150
150,130
150,150
150,150
150,150
150,150
150,150
150,160
150,150
150,140
150,150
150,150
150,150
150,150
150,150
150,160
150,150
150,160
150,160
150,140
150,140
150,170
150,140
160,180
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,170
160,160
160,160
160,100
160,120
160,180
160,170
160,110
160,160
160,160
160,160
160,170
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,170
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,170
160,170
160,160
160,170
160,180
160,150
160,130
160,170
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,150
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,80
160,170
160,170
160,170
160,170
160,170
160,130
160,160
160,130
160,160
160,160
160,160
160,160
160,160
160,160
160,160
160,150
160,110
160,160
160,160
160,160
160,160
160,160
160,160
160,170
160,160
160,160
160,160
160,160
160,160
160,150
160,160
160,160
160,160
160,160
160,150
160,130
160,180
160,40
170,160
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,100
170,170
170,170
170,170
170,160
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,180
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,160
170,170
170,170
170,170
170,170
170,180
170,180
170,150
170,140
170,140
170,180
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,160
170,180
170,170
170,170
170,170
170,170
170,170
170,170
170,130
170,130
170,130
170,170
170,170
170,170
170,180
170,170
170,180
170,170
170,170
170,170
170,170
170,170
170,180
170,170
170,180
170,150
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,170
170,180
170,180
170,180
170,170
170,170
180,160
180,180
180,170
180,180
180,180
180,180
180,180
180,170
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,170
180,100
180,170
180,170
180,160
180,170
180,180
180,180
180,180
180,180
180,170
180,180
180,180
180,180
180,180
180,170
180,170
180,170
180,180
180,170
180,180
180,180
180,180
180,180
180,180
180,180
180,180
180,170
180,180
180,180
180,180
180,180
180,170
180,170
180,180
180,170
180,180
180,130
180,180
180,180
180,160
180,180
180,170
180,180
180,180
180,180
180,180
180,170
180,170
180,180
180,150
180,180
180,170
180,180
180,170
180,180
180,180
180,180
180,150
180,170
180,160
180,170
180,140
180,170
180,180
180,180
180,180
180,170
180,180
180,180
180,180
180,180
180,180
180,170
180,180
180,140
180,180
180,180
180,180
180,180
180,180
180,170
180,150
180,170
180,180
180,180
180,170
180,180
180,170
180,170
180,170
180,180
180,140
180,180
180,150
180,140
180,180
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,10
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,10
20,20
20,20
20,80
20,20
20,20
20,40
20,20
20,20
20,20
20,20
20,10
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,30
20,40
20,0
20,10
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,30
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,110
20,40
20,20
20,20
20,20
20,20
20,20
20,0
20,50
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,70
20,20
20,20
20,20
20,20
20,20
20,20
20,40
20,10
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,20
20,30
20,50
20,30
20,60
30,20
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,80
30,30
30,20
30,50
30,20
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,20
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,40
30,40
30,20
30,30
30,20
30,20
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,40
30,90
30,0
30,50
30,50
30,70
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,30
30,50
30,30
30,30
30,30
30,30
30,30
30,20
30,30
30,40
30,30
30,30
30,30
30,30
30,30
30,20
30,30
30,40
30,40
30,30
30,40
30,40
30,10
40,100
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,70
40,70
40,30
40,0
40,70
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,70
40,120
40,40
40,40
40,40
40,40
40,40
40,40
40,20
40,70
40,40
40,40
40,40
40,40
40,20
40,40
40,40
40,40
40,40
40,40
40,70
40,40
40,20
40,20
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,90
40,70
40,0
40,10
40,70
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,60
40,40
40,40
40,50
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,40
40,50
40,60
50,80
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,30
50,20
50,0
50,40
50,40
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,0
50,70
50,50
50,50
50,50
50,50
50,50
50,50
50,30
50,20
50,20
50,40
50,50
50,20
50,20
50,20
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,10
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,60
50,60
50,90
50,30
50,20
50,10
50,0
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,50
50,60
50,50
50,60
50,160
50,50
50,50
50,50
50,50
50,50
50,50
50,40
50,40
50,50
50,50
50,50
50,50
50,60
50,40
50,50
50,60
50,40
50,60
50,40
50,50
50,20
60,40
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,80
60,20
60,80
60,80
60,40
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,40
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,50
60,40
60,70
60,50
60,80
60,40
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,90
60,80
60,20
60,40
60,20
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,60
60,70
60,30
60,60
60,30
60,80
60,60
60,60
60,60
60,60
60,60
60,60
60,50
60,60
60,60
60,60
60,70
60,70
60,60
60,60
60,60
60,60
60,50
60,70
60,60
60,70
60,20
70,80
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,80
70,90
70,70
70,20
70,60
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,60
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,60
70,70
70,70
70,70
70,70
70,80
70,80
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,90
70,90
70,90
70,80
70,80
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,80
70,90
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,70
70,60
70,70
70,70
70,70
70,70
70,70
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,90
80,70
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,60
80,60
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,160
80,80
80,90
80,70
80,100
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,40
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,80
80,100
80,120
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,100
90,100
90,100
90,120
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,80
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,100
90,100
90,110
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,90
90,120
90,110
